50001,0.015168577394111663
50002,0.5301534757513019
50003,0.07646139645794817
50004,0.05751031746031743
50005,0.07282382646339165
50006,0.4440334291611379
50007,0.08039403747649367
50008,0.14200591338072774
50009,0.00015384615384615385
50010,0.055282578668113674
50011,0.01559285714285714
50012,0.27663071895424846
50013,0.020412648462648463
50014,0.12630405085110968
50015,0.030392150560507553
50016,0.4179691539454699
50017,0.03254655832090613
50018,0.019137301587301585
50019,0.0025873015873015873
50020,0.1110194298892829
50021,0.00575093795093795
50022,0.03878870433166207
50023,0.009994871794871798
50024,0.019032750578492266
50025,0.025849145299145303
50026,0.029089177489177484
50027,0.08875487590840533
50028,0.05434717666429408
50029,0.0080627868852459
50030,0.016583924349881797
50031,0.0040032467532467525
50032,0.339316879319511
50033,0.23301805061863218
50034,0.17852237925473233
50035,0.46789949682315385
50036,0.00707639933166249
50037,0.01986031746031746
50038,0.05941148338123125
50039,0.0027235653235653232
50040,0.056199167499167466
50041,0.05163717001952293
50042,0.03287631535131534
50043,0.07225023285892847
50044,0.026878084415584414
50045,0.0011666666666666665
50046,0.0005784493284493284
50047,0.021962770562770555
50048,0.03324444444444443
50049,0.08548260073260067
50050,0.005455398468074204
50051,0.0675403389293633
50052,0.0210563492063492
50053,0.012413421723204332
50054,0.025770953342505058
50055,0.6625496384334625
50056,0.059392857142857115
50057,0.08723997113997115
50058,0.020496391450739275
50059,0.5461154316271963
50060,0.04207909715140224
50061,0.058395238095238056
50062,0.10577805527805537
50063,0.024594202898550722
50064,0.01840856664834992
50065,0.12738628053053502
50066,0.05688210678210675
50067,0.036469092019092
50068,0.01387753200204813
50069,0.013346031746031748
50070,0.02562195071010861
50071,0.06795743145743141
50072,0.24340682961182392
50073,0.13775914336078732
50074,0.024994585695994147
50075,0.040726551226551215
50076,0.01845343349460996
50077,0.006836203985140154
50078,0.04605800865800863
50079,0.01129265873015873
50080,0.05311349206349203
50081,0.015258908180829915
50082,0.17417164261281917
50083,0.14785440638085195
50084,0.0033523809523809526
50085,0.47423652236652236
50086,0.07092063492063491
50087,0.6010514971956145
50088,0.16322647156764813
50089,0.07095781024531018
50090,0.17159025915604872
50091,0.13855088324311857
50092,0.08857416361416362
50093,0.03671746031746031
50094,0.04210930356193511
50095,0.27740132188073363
50096,0.2613743386243386
50097,0.060705611710092804
50098,0.11632217129750268
50099,0.17477258602628046
50100,0.004923015873015873
50101,0.036624160863291295
50102,0.20798349798349822
50103,0.019461183261183262
50104,0.006297222222222221
50105,0.013292063492063494
50106,0.10195178671457746
50107,0.08477330447330447
50108,0.039899573609348024
50109,0.02073174152799538
50110,0.031757890740243676
50111,0.08495985958485962
50112,0.0125972582972583
50113,0.06761320620194707
50114,0.2931744955714786
50115,0.010373015873015874
50116,0.024944294594294585
50117,0.002317532467532468
50118,0.039767532467532445
50119,0.2510777787161549
50120,0.04789553520852829
50121,0.4251179247270612
50122,0.007961904761904762
50123,0.21454862914862916
50124,0.003507142857142857
50125,0.08438171828171834
50126,0.04345815295815295
50127,0.13657094375421605
50128,0.09579672776812957
50129,0.013916122200568254
50130,0.12732634163222403
50131,0.04631397864633156
50132,0.022298412698412682
50133,0.0075960317460317455
50134,0.02501293706293706
50135,0.34550409472880067
50136,0.0019
50137,0.027375702075702068
50138,0.5144250486228743
50139,0.32102683798156917
50140,0.12522859412020473
50141,0.14002002116301793
50142,0.014566666666666667
50143,0.03583628895889302
